label	tweet
n	RT @name: @name Ja,auch da hat Soros seine Griffelchen im Spiel :'-(! Merkten aber die Franzosen genauso wenig,wie es die Blöd-Michel hier raffen :'-(!
n	"RT @name: @name Ja.
Weder die Versager der Sozialisten noch einer der Verbrecher dieser Gaullisten hatten einen Kandidaten, der gegen die bürgerliche #LePen gewonnen hätte.
Deshalb wurde dieser Bankster #Macron gepuscht."
n	RT @name: @name Komisch ist auch ,der steigt aus der Bahn, geht zum Warteraum, vergisst sein Plastik Beutel und der darin befindliche Polen Böller, entzündet sich selbst,ja klar und die Erde ist eine Scheibe 😂😂😂😂
n	RT @name: @name Man kann es nicht mehr fassen, was in Deutschland los ist
n	RT @name: @name Mich hat das Foto erschüttert, auf dem ein Pflasterstein einen Polizisten am Kopf trifft und er zusammen sackt.
n	RT @name: @name Mit Sicherheit!!!
n	RT @name: @name Natürlich kein terroristischer Hintergrund, weil Sprengsätze bei uns schon immer zum Alltag gehörten und dabei Nägel mit in die Luft flogen, nech?! Die Verblödungsmasche durch Bild-System-Deppen hört einfach nicht auf!
n	RT @name: @name Natürlich wurde er nur eingesetzt um LePen zu verhindern.
n	"RT @name: @name Natürlich.

Nichts darf die Islamisierung aufhalten.

Und genau dafür gibts den Preis, bei dessen Verleihung sich die ""Eliten"" wieder selber feiern."
n	RT @name: @name Nazis sind nach Ihrer Definition die, die den islamischen Faschismus ablehnen?
n	RT @name: @name Noch nicht mal ihre, weil diese Agitatorin keine hat.
n	"RT @name: @name Sie ist halt sehr schlicht und unbedarft, weiß sich nicht zu benehmen.
Wer wählt(e) nur so jemanden?"
n	RT @name: @name sieht so aus, SPD wollte in die Opposition damit verhindert wird das die AfD nicht größte Oppositionspartei ist. Eine Politik gegen Menschen und Parteien soweit sind wir schon
n	RT @name: @name So ist es blöd reden obwohl es einem nicht betrifft ,.  Und es ist gut so wie es jetzt in🇦🇹ist
n	RT @name: @name tja, bei denen hat die regierung einen gesunden selbsterhaltungstrieb.
n	"RT @name: @name Unbedingt. Um #tauss und #edathy ist es sehr still geworden.
#Filmchensammler passen gut in einen #Tatort und #Schulz als Strippenzieher wäre die Krone der Spannung."
n	RT @name: @name Und @name hat einen schönen Artikel zur albernen Hufeisentheorie dortselbst. Mein einziger Kritikpunkt: jede Gesellschaft braucht einen unverhandelbaren Minimalkonsens, der liberale ist bloß dämlich.
n	RT @name: @name Uneingeschränkte Zustimmung
n	"RT @name: @name Verschärfte Migrationspolitik: UN-Hochkommissar wertet neue Regierung in Wien als ""gefährliche Entwicklung"" http://  #ppat"
n	RT @name: @name warum genau wird auf Leute die mit Steinen umsich werfen wie gläubige Moslems nicht scharf geschossen?
n	RT @name: @name was ist mit den die schon da sind?
n	"RT @name: @name Wenn ihr alle, die politisch rechts sind, als Nazis beschimpft, dann werden die jungen Menschen bald nicht mehr wissen, was wirklich Nazis sind und vor allem was sie waren.
Das mündet in einer Verharmlosung des Nationalsozialismus. Das ist gefährlich.
#türkisblau"
n	RT @name: @name Wie ist das denn, wenn man die Ehefrau via Outlook & Co. zum „Ereignis“ einlädt, den Papierkram anhängt und sie zusagt? Ist das rechtssicher?
n	"RT @name: @name 🥁""Hochkommissar"" was die so alles für Titel haben.
Möchte nicht wissen, was die so alles so erschaffen,
für ihre Vetternwirtschaft."
n	"RT @name: @news 1. Die Nazis selbst haben Frakturschrift 1941 verboten.
=> http://
2. Lorbeerkränze finden sich heute auf fast jedem Vereinswimpel und sind meiner Kenntnis nach keine verfassungsfeindlichen Symbole.

Was soll die Aufregung?
#Survivor #SurvivorR #Sachsen"
n	RT @name: @news @name Der Islam gehört zu Deutschland und damit die ganzen Auswüchse, die damit einhergehen. Damit sollte jeder klarkommen, der geklatscht hat in 2015. Im übrigen möchte ich keine Relativierung mehr hören, die Deutsche mit einbezieht. Wir haben nichts gemeinsam mit Muslimen.
n	"RT @name: @news @name 🥁dummes Zeug.
Wie kann ich als Politiker das Leid der Bevölkerung aus de Augen verlieren.
Diese Aussage ist der Gipfel der Verachtung.🤬"
n	RT @name: @news Bei einem Anschlag auf eine Moschee ist Fr. Merkel eine Woche später dahin: http://
n	RT @name: @news bezeichnet #Straches Aussage, daß d #Islam nicht zu #Österreich gehört, als #Rassismus! Ich wünschen d #linken Dummköpfen von ntv, daß sie alle eines Tages unter d #Scharia leben müssen! ...und d vor allem d Frauen! Ihr habt d Freiheit d Kulturchristentum|s nicht verdient! http://
n	RT @name: @news Die sind doch alle nur noch geisteskrank
n	RT @name: @news Die sind nicht mehr ganz dicht. Demnächst wird noch das Völkerrecht umbenannt.
n	RT @name: @news Fehleinschätzung? Ist das die neue Bezeichnung für „Versagen“. Notiz an mich: Ich mache zukünftig keine Fehler mehr, ich schätze nur falsch ein“.
n	"RT @name: @news Hallo Dennis,
Einmal Döner mit Kalbfleisch alles drauf, ja auch scharf, und ein Köfte-Dürüm, ich nehm auf die Hand.
#SchreibDeniz"
n	RT @name: @news Merkt Ihr was für ein Irrsinn dieses Land ergreift?
n	RT @name: @news nur der Dumme braucht ein Bessersein, beim Volk sind dann aber doch wieder alle dabei.
n	RT @name: @news OMG. Das ist in D das Staats-TV? Bin ich dankbar für meine österreichische Staatsbürgerschaft und meine neue Regierung.
n	RT @name: @news Und das ist erst der Anfang, nach und nach soll alles was an Volk oder an Deutsche erinnert, erst aus der Öffentlichkeit und dann aus dem Gedächtnis verschwinden.
n	RT @name: @news Warum schaffen wir nicht gleich die Deutsche Sprache ab? Sie könnte schließlich negative Assoziationen und Emotionen hervorrufen....
n	RT @name: @news Wir haben uns über die Aufklärung vom Mittelalter des Christentums befreit, um den Steinzeitregeln des Islams Platz zu machen? Wer kann das wollen?
n	RT @name: Ab 4 Uhr früh sind #Breitscheidplatz samt Budapester Straße und Tauentzienstraße gesperrt. Die Angehörigen der Opfer des Terroranschlags sollen ungestört sein. http://
n	"RT @name: Ab Montag (18.12.) Fahndung nach G20-Randalierern!

http:// #Sinsheim #Heidelberg #Antifa"
n	"RT @name: Ach was, doch nicht ""megapeinlich"", wenn man weiß, daß die Skeptikerszene in Deutschland ihre Aufgabe darin sieht, Menschen von schicksalsbestimmenden Wahrheiten fernzuhalten. Und wenn jemand doch darauf stößt, doxxen, drohen, denunzieren sie. ""Skeptiker"" 😤 http://"
n	"RT @name: AfD wird dieses Deutschland zurückerobern.
Zur Not gegen CDU, FDP, SPD, Linke & Grüne. http://"
n	"RT @name: Alle Grenzen sind offen und nun auch die Gefängnisse?

#Mörder gelingt die ""Flucht"" am Bodensee.
Der Häftling war in Begleitung von zwei Beamten nach Friedrichshafen gereist,
❗um sich in einem Café mit seiner Familie zu treffen❗ ⬅️ Wie bitte?! 🤤🤤
http://"
n	RT @name: Alleine die Headline ist schon der Brüller! IS Terror im News Ticker. Was wird das? Der neue Volksempfänger für Terroristen? Wer so etwas ins Land lässt ist irre,aber was sage ich... Deutschland schaut lustig zu. http://
n	"RT @name: Alles was die Journalie bei der ARD nicht verstehen (wollen) wird als rechtspopulismus abgetan. Ich Male mir die Welt wie sie mir gefällt.
http://"
n	"RT @name: Alltag am Flughafen: Zoll erwischt ""Flüchtling"" mit zahlreichen Pässen nach Urlaub zu Hause http://"
p	RT @name: als ich klein war wollte ich das rote powerpuff girl in arsch ficken
n	RT @name: Also war die AfD die einzige Partei, die mit den richtigen Zahlen an die Öffentlichkeit ging! Wenn der Trend so weiter ging, sind von 2014 bis 2017 ca. 7 Millionen Migranten nach Deutschland eingewandert! eingewandert! http:// via @news
n	"RT @name: Also wenn jetzt der Begriff ""Polenböller"" salonfähig ist, dann möchte ich wieder ""Negerkuss"", und ""Zigeunerschnitzel"" sagen dürfen, ohne dumm angeguckt zu werden. http://"
n	"RT @name: Am Arbeitsplatz wachen linke Betriebsräte und Gedankenpolizisten über jedes kritische Wort. Es wird dokumentiert, befragt und schlussendlich auch gerne fristlos gekündigt. #AfD

Werde jetzt #Betriebsrat und schütze Deine Kollegen!

Mehr Informationen: http://"
n	RT @name: An alle die, die hier vergeblich versuchen, #4genderstudies irgendeine Wissenschaftlichkeit unterjubeln zu wollen: Beantwortet doch endlich mal die Fragen von @name, nämlich was ihr eigentlich erforscht und wie. LOL.
n	RT @name: AN DIE FRAU RIEMANN EIN TIPP..  in Saudi Arabien, Ägypten oder Pakistan hätte Sie mit an Sicherheit grenzender Wahrscheinlichkeit beruflich den selben weg gehen können wie in Deutschland.. inkl. kostenlose Ausbildung, und arbeit in Theater und Film.. Luzifer ( Allah ) sei gedankt http://
n	"RT @name: An einem Gymnasium in Lüneburg wurde die Weihnachtfeier abgesagt, um muslimischen Schülern keine christlichen Weihnachtslieder ""zuzumuten"" ! Denn im letzten Jahr hatte sich eine Muslima beschwert !! Was glauben die, welche ZUMUTUNGEN MOSCHEEN +ISLAM für uns sind ? 😨😨😨😨"
n	RT @name: Angelobung der schwarz-blauen Regierung. Ein guter Tag. Möge sie in der Lage sein, die katastrophalen Fehlentwicklungen der letzten Jahre/Jahrzehnte zu korrigieren. Der Stil der Koalitionsverhandlungen lässt hoffen. Für Österreich!
n	RT @name: Anlässlich der Diskussionen ums #Kita-Gesetz hitzige Debatte im Plenum. Minister Holger wirft uns in üblich roter Manier ein rückständiges Familienbild vor, dabei stehen wir als #AfD doch für Wahlfreiheit! #plenumth #thüringen #familiengeld http://
n	RT @name: Antifa-Aktion gegen Elsässer-Wohnhaus! Am selben Tag wie die Mordhetze im ARD-Tatort gestern! Zufall? http://
n	RT @name: Antifa-Pfarrer König soll beinahe Polizisten überfahren haben http:// via @name
n	RT @name: Anträge und AfD-Programmatik plagiieren ist nicht nur Stärke der #FDP. Die #CSU zieht jetzt nach. http://
n	RT @name: Asap Rockys Einstieg bei pick it up hat mich unsittlich berührt
n	RT @name: Auch dieser Tatort ist zur puren DDR2.0-Propaganda-Sendung verkommen... http:// #Tatort
n	RT @name: Auch ein Knaller: Da man offensichtlich unfähig oder nicht Willens ist, Gefährder auszuweisen wie es eigentlich korrekter Weise laufen müsste, will man uns jetzt weismachen dass jeder Zweite der in #Deutschland lebenden Gefährder harmlos sei. Alles klar. http://
n	RT @name: Auch eine Delegation mit unserem Landesvorsitzenden, war in diesem Jahr in Remagen bei einem würdevollen... http://
n	RT @name: Auch ich war in einem Frauenkörper gefangen. Konnte mich aber schließlich befreien. 🤣#GenderStudies🤣
n	RT @name: Auch wir wurden schon mehrfach von Facebook geperrt weil wir Artikel der unten genannten tollen mutigen Autoren... http://
n	RT @name: Aus was für einer Anstalt ist die denn abgehauen!! http://
n	RT @name: Ausländer und Hauptschüler finden schwerer Ausbildungsplätze - NRZ http://
n	"RT @name: Ausschreitungen in Hamburg: Polizei veröffentlicht Bilder von #G20-Chaoten - #Linksextreme empören mit eigener Fahndung http://

Diese Linksautonome drohen der Polizei!

Dieses linke faule Pack, alles Schmarotzer und Anti-Demokraten!

#AfD #Antifa"
p	RT @name: Bald ist es wieder soweit. #Köln #Nafri http://
n	RT @name: Bei allem Respekt, @name hat kein Recht, Österreich für seinen Rechtsruck zu verurteilen. Israel ist durch ihn soweit rechts wie noch nie. http://
n	RT @name: Berlin  - Hinterbliebene der Anschlags-Opfer am Breitscheidplatz sollen Taxi selbst zahlen http://
n	RT @name: Berlin ist stolz darauf eine Stadt zu sein in der nicht abgeschoben wird Ausgerechnet der Freund von #AnisAmri der zuviel wußte den schob Berlin in einer RuckZuck Aktion ab und zwar ohne ihne auch nur Vernommen zu haben Ein Schelm wer böses dabei denkt http://
n	RT @name: Berliner Linksextreme veröffentlichen Fotos von Polizisten im Internet http://
n	RT @name: Beschämender Brief vor Gedenktag am Breitscheidplatz  - Terror-Hinterbliebene sollen Taxi selbst zahlen http://
n	"RT @name: Bespuckt, geschlagen, mit Messern und abgebrochenen Flaschen attackiert: Angriffe auf Wachleute im ÖPNV in #Hannover steigen deutlich ""Vor drei Jahren hatten wir nur halb so viele Vorfälle"" - Was hat sich bloß in den letzten drei Jahren so verändert ...?!
http://"
n	RT @name: Bin gerade in die Junge Alternative eingetreten. Wer ist noch Mitglied? #ja #afd #meuthen #driesang #umvolkung #ausländerkriminalität
n	RT @name: Bin gerade live bei der Karlsplatz-Demo. Mobilisierung dürftig. #tagx
n	RT @name: Bin gern dabei! Da gibt es noch einige 100.000 http://
n	"RT @name: bin sicher das daß MerkelSystem  sich gegenüber solchen Menschen, die sich Ihr an die Füße werfen und ihre schöpferischen Werte ablegen. erkenntlich zeigen wird. direkt oder indirekt.. schließlich sind alle "" Menschen"" Steuersklaven die den Mammon anbeten um dem Zins zu dienen.. http://"
n	RT @name: Birgit Kelle spricht Klartext http://
n	RT @name: Bisher unbekanntes Film-Material zur Kölner Silvesternacht zeigt Versagen von Polizei, Politik und Justiz (Video) http://
n	"RT @name: Bitte folgt der 👇

@name

Immer gut informiert über die Arbeit unserer patriot.Abgeordneten im deutschen #Bundestag!

Die Inschrift am Reichstag,

""Dem deutschen Volke"",

wird Dank der #AfD wieder mehr Beachtung geschenkt!

#Tatort #Merkel #Heldenplatz #FPÖ
#Patriot"
n	RT @name: BM Doskozil war für mich die positive Überraschung der letzten Regierung. Ein Mann mit Format, bei dem ich nie das Gefühl hatte, er agiere parteistrategisch-ideologisch. Schade um ihn.... http://
n	RT @name: Bozen entfernt Christbaum vor Rathaus, um die Gefühle von Muslimen nicht zu verletzen http:// #Bozen #Bolzano #Christbaum #Islam #Weihnachten #Muslime #Italien #Islamisierung
n	"RT @name: Bravo Österreich!
Scharfer Anti-Migrationskurs: Österreich-Regierung könnte für Merkel zum Problem werden http://"
n	RT @name: Busfahrer behielt die Nerven, als er von einem #Syrer angeschrien u bedroht wurde. Er drückte den Notfallknopf und hoffte auf Hilfe - aber niemand kam. Als er sich darüber beklagte, wurde ihm gekündigt! #Halle Schöne Geschichte zum  #TagderMigranten http://
n	"RT @name: Claudia Roth empört - Stephan Protschka zu Unionspolitkerin: ""Sie erzählen nur Müll"" http:// via @name"
n	"RT @name: Da #4genderstudies nun die Runde macht:

""Das Problem an dem Genderunsinn ist nicht, dass sich manche als Fantasiegeschlecht sehen, sondern dass sie uns zwingen wollen, Sie in dieser Wahnvorstellung zu unterstützen #GenderDay""
-@name"
n	RT @name: Da heisst es immer Europa Europa Europa!Wie es dem Volk in Europa geht spielt keine Rolle, hauptsache den Asylbewerbern geht es gut!Darum kann man #Österreich nur gratulieren mit solch einer Regierung! #AfD #FPÖ #Kurz
n	RT @name: Da können viele Eltern doch so richtig stolz sein auf das Produkt ihrer Erziehung. Sogar mit Bild in die Zeitung hat es der hoffnungsvolle Nachwuchs geschafft! #Hamburg #G20 http://
n	RT @name: Da versuchen offensichtlich Einige #Linksterroristen vorzusorgen. Vielleicht interessant - #G20HAM17 #Öffentlichkeitsfahndung @polizei #G20 #LinkerTerror http://
n	"RT @name: Danke #Maas, durch NetzDG jetzt geht das abgesprochene, gemeinsame Abschießen persönlich unliebsamer Meinungung so richtig los. Gewisse ""Kreise"" wissen es bereits zu nutzen.

CC: #AFD
.... und wie siehts aus #FDP, wolltet ihr da nicht unbedingt etwas dagegen tun? http://"
n	RT @name: Danke Berlin, dass ihr für die Muslimischen Invasoren Plattenbauten baut dass ist eine weitere Aufforderung für Muslime nach DE zu reisen
n	RT @name: Danke, damit ist alles gesagt. http://
n	RT @name: DANN MÜSSEN DIE FREUNDE UND DIE FAMILIEN IHRE FREUNDINNEN & TÖCHTER SELBST SCHÜTZEN http://
n	RT @name: Das beste Video aller Zeiten 💞 http://
n	RT @name: Das Erstarken der Rechten hat nur einen Grund. Die Linke lässt Themen liegen. Es gibt immer noch weiße alte Männer. Es gibt auch immer noch eine Mittelklasse. Nicht alle Bürger sind transsexuelle farbige Flüchtlinge.
n	RT @name: Das hilft ... http://
n	RT @name: Das ist doch ne Drohung, oder? Ich denke schon , ich hab’s mal gemeldet 😂 http://
n	RT @name: Das ist so wahr, dass mir das Herz weh tut http://
n	"RT @name: Das Regierungsprogramm wurde am Kahlenberg präsentiert. Genau diese symbolischen Referenzen an die nationale und europäische Tradition fehlten der seelenlosen, globalistischen Politik.
Für das Bekenntnis zur Leitkultur:
#dankeschwarzblau
#schwarzblau"
n	"RT @name: Das scheint alles mit eingeplant zu sein und TBC ist nur ein kleiner Bruchteil der Krankheiten die uns noch Heimsuchen werden, abwarten.
Wer weiß was die vielen vergewaltigten Frauen in Deutschland für Krankheitserreger mit sich tragen, die nicht diagnostiziert wurden? http://"
