label	text
n	Darum sind die ja auch hier damit die Firmen die die Politiker schmieren richtig Kohle verdienen
n	Naja....In den Lokus zu scheissen scheint auch irgenwie zu unserer Kultur zu gehören. :D
n	soviel zum Integrationswillen ...
n	Was hast du geglaubt wem diese ganze s....... nützt? Natürlich der wirtschaft.....
n	ist ekelhaft  bei ihren Klos kannst du nur mit Gummistiefel gehen ist so  und stinkt  fürchterlich
n	Ja das versteht ihr nicht damit sie sich ihren angekackte Ar... nicht im Freibad waschen müssen bekommen sie Toiletten mit warmen Wasser, das sie sich nicht verkühlen
n	Es gibt Trittbrettfahrer und es gibt Trittbrettfahrenlasser
n	So ein Sch...!!! Ich will ein deutsches Klo, deutsches Spülwasser und Deutsches Klopapier! Wenn ich in ein Loch im Boden kacken wollte, hätte ich meine Vorfahren gebeten, vor 2.000 Jahren in ihrer Entwicklung stehenzubleiben. Oder noch besser, gar nicht erst vom Baum zu steigen. Dann ist das Loch nach unten größer ;)
n	Iq unterhalb der Zimmertemperatur, also wenn man net weiß wie man ein Klo nutzt...auch nach Erklärung oder Bildband wo es erklärt wird!
n	Is n fake, oder?
n	"Das hier ist Deutschland und nicht Syrien 2.0 die sollen ""lernen"" in unsere Toiletten zu sch ? und im sitzen zu pinkeln.Dazu noch Anstand, Regeln, bescheidenheit. Eigentlich eine selbstverständlichkeit. Nur für unsere Regierung nicht. Was da für ein Aufriss gemacht wird ist unglaublich ?"
n	Langsam reicht es wir müssen endlich mal was da gegen Unternehmen!
n	...... gibt es da eigentlich Toiletten, wo die herkommen, weil da sind die mit diesem Klo auch überfordert.
n	und alles finanziert vom deutschen Steuerzahler ??? gibts die auch mit eingebauter Bürste oder so`nen Gürtel dazu ???  super Angie !!
n	"Notiere willkommen im Irrenhaus ""Deutschland"" .... blöd , blöder , am deutschersten ???"
n	Grins Gibt auch noch Pensionierte Beamte die im stehen Pickeln.
n	All meine Argumente bzw. AUSSAGEN!!! bestätigen sich immer wieder !!!
	Wieder sieht man, wie naiv die deutschen Bürger sind aber wir haben es ja :-)
	Am besten wir geben denen unser Haus sodass wir auf der Straße leben !!!
n	ich wache mein popo mit wasser nicht mit  Klopapier araber sind sauber ............................................................
n	Und wenn das Klo dann schmutzig ist , dann putzen es die Deutschen wieder .
n	Ich dachte erst, das ist Satire............aber dann...............haben die denn alle einen am Keks!
n	Deutsche Integration!
n	OmG, eure Kommentare gehen doch wohl garnicht und davon mal abgesehen,   finde ich diese WCs wesentlich hygienischer , als die bisherigen, da diese auch schon vor der Asylbewerberwelle, von unseren Landsleuten mitunter besch...... wurden.
n	ein katzenclo wäre steuergeldfreundlicher
n	"Ich frage mich die ganze Zeit: Es kamen doch jede Menge im Zug zu uns - habe aber seltsamerweisee nie etwas über zugeschi..... Wagontoiletten gehört.... Oder hab ich da was verpasst....?! Aber jetzt werden eigens Toiletten entworfen um das ""Problem"" zu lösen... soweit kommts noch."
hs	widerliches Drecksgelump
n	Bei soviel Dummheit bin ich sprachlos.
n	Heute Multikulti Klo, morgen Wasserbetten.
n	orientalische Toiletten sind auch für Europäer ein Rätsel.un ein Balanceakt.
n	Zu dumm, zum Kacken :D
n	Man kann denen auch einfach einmal zeigen wies geht??intelligente Lebensformen kapieren sowas..
n	...und immer schön nach Mekka ausrichten...und um Himmels Willen nicht grün, das wäre rassistisch. Es wird immer blöder.
n	,,,,da hätten sie besser die Farbe grün genommen ,ähnelt eher der freien Natur.
n	Na klar, wir bauen denen noch extra Klo´s mit extra Schüsseln, treffen doch schon die normalen nicht...!!! Da haben sie noch mehr zum verdrecken! Wenn sie nicht können sollen sie es bleiben lassen...
n	die sollen gefälligst lernen europäische toiletten zu benutzen!!
	
	kann doch nicht so schwer sein anstatt sich über nen gebuddeltes loch zuhocken zum kacken, sich hinzusetzen!!!
n	....sehr ordentlich!
n	"Mal ganz ehrlich? Das scheint das wichtigste überhaupt zu sein. Als in meinem Nachbardorf ein Info-Abend wegen der Unterbringung von Flüchtlingen in der ehemaligen Schule stattfand, konnte keiner der Politiker und Verantwortlichen sagen, wieviel Flüchtlinge kommen und ob es Familien oder alleinstehende Männer sind. Aber der Einbau von ""benutzergerechten"" Toiletten wurde stundenlang diskutiert. Als hätte es auch nur einen einzigen der Anwohner interessiert, wann und wo die Flüchtlinge ihr Geschäft erledigen. Politiker halt."
n	Das ist der Rolls-Roycs unter den Scheißhäusern. Wenn man abgeklinkt hat, kommt automatisch/hydraulisch eine Drahtbürste und kratzt den letzten Klunker weg.
n	Hmmmmm, da scheiß Ich drauf.
n	wenn die vielgelobte Integration schon beim Scheißen in die Hose geht, dann ist jegliche Diskussion Sinnlos
p	soll ich jetzt vielleicht die Klinik verklagen die extra für Hüft OP Patienten den Toilettensitz um ca 5 cm Erhöht hat oder soll ich mich von meinen Eltern trennen weil main Vater auch zu hause einen Seniiorengerechten 5 cm Erhühten Toilettensitz montiert hat ? Nee da bin ich dann doch lieber en gesunder Nazi
p	Die sollen das verpiss dich Klo erfinden!!!?
n	Es geht ja nicht darum wie man eine Toiletten Schüssel benutzt, sondern wie man sie danach verlässt!! Mir ist es egal ob man drauf sitzt, steht, kniet oder ein Kopfstand  macht, wichtig ist es danach sie sauber zu machen!!
n	Dann ist ja alles gut und wir können uns Zurücklehnen!
n	Na Yippi ja he ...
n	Deutsch lernen ist nicht wichtig. ..richtig scheißen ist wichtig.
n	klar ist das ein Rätsel!!!!! Da wo die her kommen, wurde hinterm Haus in ein Loch geschiessen.
p	die scheissen eh im stehen und verscheissen alles und die dummen deutsche können dann putzen weil man dem flüchtlingen es nicht zumuten kann..so eine scheisse...
n	Ein Donnerbalken würde auch reichen.
n	Super Fachkräfte, müssen erst vernünftig Scheissen Lernen
n	wer a kloo nicht bedienen kann der kann sich auch nicht anpassen
n	Auch bei der Konstruktion schei##ein  die daneben
n	Donnerbalken mehr hatten wir früher auch nicht.
n	976ef0014ffceed3 zum gestrigen Thema ?
n	HAHAHAHAHAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAHHHHHHHHAAAAA
n	Die sollen sich bei uns anpassen!!!!!
	Nicht wir an sie......
n	Nee... Oder?
n	Super... Eine neue Toilette hilft bestimmt gegen sexuelle Übergriffe....
n	Was ist mit Menschen aus der Zukunft, gibt es dort auch 3 Muscheln?
n	Klar das die das nicht checken. Darüber ham se eh nur Löcher im Boden gehabt oder sie ham sich eins gebuddelt.  Hahaha ??
n	d62d883eb9b1b5a3 ham wir flüchtlinge?das hätte die abdrücke erklärt
n	Leute das ist doch kein Problem, wir zahlen Ihnen alles. Passt das nicht entwickeln wir Ihnen ein neues. Geld ist für die reichlich vorhanden.
n	Wer draussen aufgewachsen ist, kennt das nicht anders....???
n	Wann passen wir die Strassenbilder an?
n	Warum sollten sie... Die Sprache muss ja auch nicht gelernt werden. Untertitel wohin man schaut, bestes Beispiel Karneval Köln, arabisch.. Eine App, Supermärkte mit Abteilungsschildern mit Untertitel. Schön, Hilfe, aber kein Anreiz. In anderen Ländern müsste ich auch alles erlernen, wenn ich dort leben und mich integrieren will. Wir kriechen regelrecht zu Fuße.
hs	Ist doch Dumm .. Schwarz Afrikaner kennen das gar nicht ..
n	Der Deutsche ist so krank im Kopf !
n	Die Stunde der Kriegsgewinnler. Die findige Asylindustrie zockt uns ab bis aufs stille Örtchen.
n	"Ein Auto, ein Haus, eine Moschee, Geld auf Lebenszeit................. und ein goldenes SCHEISSHAUS ! Toll Frau Merkel, ihr ""Neues Deutschland"" !"
n	Fehlt nur noch Toilettenpapier aus 100 € Scheinen. .....
n	Man Hätte denen einfach ein Loch in den Boden buddeln sollen den dann is es wie daheim ?
n	Auch diese Toiletten müssen geputzt werden und daran scheitert es ja wieder.
n	Dann gehen sie halt und Feld scheissen wie unsere Ausländischen Nachbarn das auch machen
n	Besser die brunssen in die Keramik als in unsere Schwimmbäder. Für unsere Gäste nur das Beste
n	Ist schon schwer zu lernen wie ein Europäer zu scheissen.
	Ich fasse es nicht, dass wir Geld ausgeben was neues zu produzieren, statt zu sagen so oder gern nicht.
n	7d945ddfb02547bc gucks dir an...  Ich fall vom Glauben ab....
n	...dass da noch irgendjemand putzen geht!!! Unzumutbar.  Sollen ihren Stall selbst ausmisten und einstreuen...???
n	wer zu dumm zum Scheißen ist, sollte wieder nach Hause gehen
n	endlich,wir können aufatmen...........
n	Wer hat denn so eine Scheiße konstruiert ?
	Die Armlehnen sind viel zu niedrig .
	Da werde ich wohl weiter auf meinen Altmodischen Pott gehen .
n	Ja genau.. Damit sie besser darauf stehen können und den Rand verscheißen und keiner mehr darauf sitzen kann..... super Idee ihr Dummköpfe. ..
p	Mal im Ernst, 1596 wurde das Wasserklosett erfunden, sprich unser heutiges WC, seit dieser Zeit konnte man es kennen lernen und lernen wie damit richtig umgeht und/oder es benutzt. Welcher IQ Banause will jetzt das Scheißhaus neu erfinden, nur weil es unwillige Assis, sorry, Asylanten gibt, die Spaß dran haben alles voll zu sch....
n	Lächerlich..
n	Die Grünen stellen 1000 Mitglieder zum abhalten und A- putzen !!
n	"So einfach ist das,  Nazipatriot garniert einen ganz interessanten Artikel mit kurzer populistischer Überschrift ""statt unsere Werte zu lernen, bekommen die neue Scheißhäuser"" und wieder ist das Ziel der Propaganda erreicht und viele bellen hier reflexartig los, ohne den wirklich interessanten Artikel gelesen zu haben."
	Schon traurig zu sehen, wie einfach anscheinend Manipulation und Stimmungsmache funktioniert :-(.
n	Hahaha Hammer soll n sich n Loch buddeln
n	Übrigens stimmt es schon, das defäkieren in der Hocke besser ist. Da haben unsere Neuankömmlinge schon recht.
	Allerdings reicht dafür auch ein kleiner Hocker vor der Toilette,  wo man die Füße draufstellt.
	Ist also wieder Geldmacherei der Asylindustrie.
n	Einen Stratz dürfen sie aber nicht haben, da ist die Zielsicherung total daneben.
n	für Tracker sollte es ein extra  Klo mit Schlüssel geben
n	"fachkräfte die zu blöd zum scheissen sind? sollen doch ""unsere tollen politiker "" es denen mal vormachen."
n	Interessiert mich einen Scheißdreck.
n	"Das Traurige ist nicht das Multikulti-Klo. Das Traurige ist, dass wir uns tagtäglich versuchen darin zu überbieten,wie wir es unseren ""Neubürgern"" noch angenehmer und noch schöner und noch einfacher machen. Tagesschau mit arabischen Untertiteln, arabische Flyer zu Karneval, Apps auf Arabisch, WLAN-Hotspots, etc. Nur beim Dank ( Artikel""90% der Asylanten stellen unverschämte Forderungen"")-da haperts es gewaltig. Wir sind im europäischen Maßstab gesehen,mit unserer ""Willkommenskultur"" an Blödheit kaum noch zu überbieten. Und die Lachnummer Europas, natürlich auch."
n	Zu dumm zum schei.....en!!!ich glaube es einfach nicht...das bekommt sogar eine dreijährige hin sich auf den Deckel zu setzen.kultur hin oder her haben die keinen Lernprozess im Oberstübchen??
	Wird immer besser!
n	Besser wäre trotz allem dass sie mal unsere Werte  lernen und akzeptieren, statt uns aufzuzwingen denen Art zu verfügung zu stellen, neue Klos zu entwicklen etc.
n	wer nicht kacken kann...kann gar nix! unsere traumatisierten ingenieure...
n	Echt jetzt?!!! Ach kommt wir leben demnächst wieder in alten Lehmhütten oder Tipis damit die sich ein Stück wie zuhause fühlen können! Buddeln ein Loch in den Boden und erledigen unsere Notdurft halt auch im hängen über dem Loch! ????
n	Und wo ist der Zünder?
hs	Sind und bleiben Dreckschweine..??
n	Na endlich gibt es klo's für Flüchtlinge hoffe das das baumgescheisse jetzt endlich bei uns aufhört
n	Warum wirft man die Flüchtlinge was vor ?erstmal hat die Politik die hierher gebracht
	Zweitens : wer hat über Toiletten geredet? Habt Ihr gehört wie die Flüchtlinge darüber reden?
	Hier wird alles so dargestellt als sein es die Flüchtlinge die an alles schuld sind
	Liebe Leute, fragt eure Politiker warum man so viele und in so ein kurze Zeit rein gelassen hat?
n	Zu dumm zum scheißen ?
n	Genau wie wärs mit anpassen und hinsetzten ganz einfach.
n	Wer sein Leben lang ins Feld Geschiessen hat, der weiß auch nicht wie eine Toilette funktioniert und Papier brauchen die auch nicht.
n	Was ist so schwer daran denen einfach zu erklären, wie man unsere Toiletten verwendet, oder besser was ist bitte so schwer daran das zu verstehen?? Ich verstehe, ohne jemals eine Toilette von denen gesehen zu haben, wie sie zu benutzen ist.
n	Zu doof zum kacken XD
n	weil sie ihren Hintern nicht auf Klobrillen setzen wollen, auf denen ein Ungläubiger sass. Wie ist das dann umgekehrt eigentlich?
n	Ja genau , man möchte danach unbedingt noch da drauf gehen nach dem die so zielsicher die Brille voll gekokotet und uriniert haben.
n	gute idee dann hört das auf sich auf die brille zustellen und hintern deckel uffs rohr zu scheißen!
n	"Man könnte sich über sowas schon fast amüsieren. ""Deutsche Toiletten sind für viele Flüchtlinge ein Rätsel"". Leider nicht nur die Klos,Benimmregelen usw ebenfalls. Kann es noch besser werden? \o/"
n	Das glaube ich nicht.  Auf so eine Schüssel setzte ich nicht
n	Wat nen Asi-Geschreibe hier, um mal auf euer Niveau herabzukommen.
	Zur Belustigung und zur internationalen Verständigung hier ein Anleitungsvideo ?
	
	http://youtu.be/YbYWhdLO43Q
n	Beim kacken hinhocken wie die Urmenschen ?
n	Ganz Moskau unter Wasser
n	zum kotzen. ..
n	Ist das jetzt so ne Art verarsche ?
p	Allerdings kommt hierbei die Hygiene voll auf ihre Kosten.  Dieser Pluspunkt geht zweifelsfrei an unsere Neueindringlinge.
n	Was können wir dafür das die nur wie Tiere in den Busch scheissen können, Schwachsinn sowas
n	Soviel zur Integration! !!
n	Und meine Hände baumeln auf dem Fußabtritt, ihr spinnt wohl.
n	Was kommt als nächstes ?
n	Luxus für Mensche, die aus einer Kultur kommen, die 1000 Jahre zurück liegt
n	Is ja wohl ein Witz !!!
n	ach du Scheiße!
n	Geil ??
n	wenn wir diese liefern, bleiben sie dann dort wo sie herkommen ???
n	Müsst ihnen nur noch lernen wie Kirschen und Fleisch darin gewaschen werden
n	Nee danke braucht hier keiner und FÜR UNS MACHEN DIE AUCH KEIN NEUES KLO WENN WIR DA ANKOMMEN .... Im gegenteil einen Stein kriegen wir an den Kopf und die vordern Geld und Handy statt essen und unterkunft und bekommen auch noch extra neue Klos ??? ich glaub ich brech wech.
n	wenn sie unsere toiletten nicht checken, dann tun sie es mit diesen auch nicht, vielleicht hätten sie das klo wie ein loch in der erde aussehen lassen sollen, am besten mit paar graspflanzen drum rum^^
n	Das kann man so nicht akzepieren! Jeder, der 'Eine schrecklich nette Familie' geschaut hat, weiß, dass in ein Bad nichts anderes als eine Ferguson-Toilette gehört!^^
n	Krass
n	Das ist der Hammer ! Wie doof ist Deutschland eigendlich ?
n	... bitte unterschreiben und teilen ...
	
	https://www.change.org/p/bundesministerium-f%C3%BCr-ern%C3%A4hrung-und-landwirtschaft-gegen-den-bau-des-gr%C3%B6%C3%9Ften-halal-schlachthof-deutschlands?recruiter=395522727&utm_source=share_petition&utm_medium=copylink
n	.... wie immer, unwichtige Themen werden hochgepuscht damit still, heimlich und leise hintenherum wichtige Themen ohne Info durchgepeitscht werden können ...
n	OMG- schade dass über unsere Behinderten-Älteren und schwer Kranken nicht soviel nachgedacht wird wie über Menschen die uns eigentlich gar nichts angehn!!!!
n	"Die sollen lieber mal ein riesen großes Klo entwerfen,womit man die ""Flüchtlinge"" die sich hier wie Scheisse benehmen,zurück in ihre Heimat spülen kann...?"
n	zu blöd zum scheißen , kriegt auf einmal eine neue bedeutung !
n	Wer gerne in Erdlöcher scheißt.
n	ab5a499695610f4c nu geht das aber los hier
p	Klar !! die Deutschen können sich dann auf das vollgeschissene WC der Kanaren setzten!!! soll die Verbrechermergel sich als erstes auf dieses Scheißhaus mal setzen. Wer nicht richtig scheißen kann soll heimfahren wo er sich ausscheißen kann
n	Mit anderen Worten, unsere neuen Facharbeiter sind zu doof zum scheißen!
n	Endlich kann ich die Leute zu mir einladen, Jetzt können sie in ruhe scheißen. Ab Jetzt brauchen sie nicht mehr ins Schwimmbecken zu scheißen.
p	Es zeugt weder noch von Hirn und Geist wenn man in der Hocke scheißt...
